index,branch_lengths,dist,rep,quint
2,0.03298994038852887,43.904439840241785,244,3
3,0.053045440743460626,43.31614266310662,244,4
4,0.09641792898577425,42.73832756841659,244,5
0,0.007046060672768917,42.91911740117542,245,1
1,0.01713638565295971,42.97677066861586,245,2
2,0.032989940388528934,42.187788602381694,245,3
3,0.05304544074346045,43.258468153062026,245,4
4,0.0964179289857742,43.57899046928962,245,5
0,0.007046060672768939,43.45890303672861,246,1
1,0.017136385652959652,43.232733084505846,246,2
2,0.03298994038852895,42.60728815592184,246,3
3,0.053045440743460515,43.09820106522979,246,4
4,0.09641792898577402,42.521802543444934,246,5
0,0.007046060672768923,44.09663477369522,247,1
1,0.01713638565295966,42.44421398257218,247,2
2,0.03298994038852899,43.634022709288935,247,3
3,0.05304544074346053,42.4059587251489,247,4
4,0.09641792898577431,42.35665563291889,247,5
0,0.00704606067276892,43.319480189360526,248,1
1,0.01713638565295972,42.629473078913456,248,2
2,0.0329899403885289,43.370864588612214,248,3
3,0.05304544074346054,43.04347478944044,248,4
4,0.09641792898577409,42.571389336168025,248,5
0,0.00704606067276892,42.97041425737691,249,1
1,0.017136385652959683,43.37837600675687,249,2
2,0.032989940388528975,43.24404029974112,249,3
3,0.05304544074346062,42.722110001523326,249,4
4,0.0964179289857743,42.60802764157299,249,5
0,0.007046060672768936,43.15231876416937,250,1
1,0.01713638565295971,43.076708828115486,250,2
2,0.03298994038852898,42.723824834073724,250,3
3,0.05304544074346053,43.42284633851806,250,4
4,0.09641792898577413,42.547417030032484,250,5
0,0.007046060672768923,42.70826527848669,251,1
1,0.017136385652959708,42.991271125316835,251,2
2,0.032989940388528954,43.00170868728913,251,3
3,0.05304544074346059,41.897807084841155,251,4
4,0.09641792898577406,44.32878745023457,251,5
0,0.007046060672768925,43.11017386525938,252,1
1,0.0171363856529597,43.86687730396166,252,2
2,0.03298994038852898,42.800228875947155,252,3
3,0.05304544074346058,42.2222233749738,252,4
4,0.09641792898577406,42.91199512370085,252,5
0,0.007046060672768936,42.660477279907504,253,1
1,0.017136385652959715,43.255979563820375,253,2
2,0.032989940388529065,42.92961957551725,253,3
3,0.053045440743460494,43.49464093156231,253,4
4,0.0964179289857741,42.58256106663319,253,5
0,0.0070460606727689185,41.770538790547874,254,1
1,0.01713638565295971,42.492940426088275,254,2
2,0.03298994038852902,43.748760492905326,254,3
3,0.05304544074346064,43.8237129314715,254,4
4,0.09641792898577396,43.10807307207459,254,5
0,0.007046060672768922,42.527468508386505,255,1
1,0.017136385652959687,43.50147497109897,255,2
2,0.03298994038852899,43.395124358672106,255,3
3,0.05304544074346061,42.48824395658555,255,4
4,0.09641792898577414,43.011134034397955,255,5
0,0.007046060672768933,42.89414400181454,256,1
1,0.017136385652959732,42.57147729326792,256,2
2,0.032989940388528954,43.31679636521211,256,3
3,0.05304544074346048,43.2597523923859,256,4
4,0.09641792898577412,42.8941662272164,256,5
0,0.007046060672768921,43.49023362842796,257,1
1,0.017136385652959687,43.853159552723696,257,2
2,0.03298994038852902,41.97134962454645,257,3
3,0.053045440743460515,42.298652906054585,257,4
4,0.09641792898577398,43.290803657096696,257,5
0,0.0070460606727689315,42.89214174294636,258,1
1,0.01713638565295969,43.13251518255114,258,2
2,0.03298994038852904,43.4888165510991,258,3
3,0.053045440743460584,43.12728303974514,258,4
4,0.09641792898577403,42.2881731864453,258,5
0,0.007046060672768933,43.87363347963556,259,1
1,0.01713638565295971,43.00275447871746,259,2
2,0.03298994038852903,43.374448003535136,259,3
3,0.05304544074346054,42.75582224286549,259,4
4,0.09641792898577412,41.92070135035171,259,5
0,0.007046060672768917,42.663901122483836,260,1
1,0.01713638565295967,43.27959296254082,260,2
2,0.032989940388528906,42.70614950310622,260,3
3,0.0530454407434605,43.062596455688265,260,4
4,0.09641792898577399,43.20891703821859,260,5
0,0.007046060672768931,42.509986809462106,261,1
1,0.017136385652959725,44.03284796050271,261,2
2,0.032989940388528954,42.07527988978165,261,3
3,0.05304544074346054,42.81079960722833,261,4
4,0.09641792898577421,43.47599133847776,261,5
0,0.007046060672768917,42.375308912897,262,1
1,0.01713638565295965,44.113008695331786,262,2
2,0.03298994038852898,41.64797231579797,262,3
3,0.053045440743460584,42.74369175951653,262,4
4,0.09641792898577418,44.02071023381265,262,5
0,0.007046060672768915,42.598645258058944,263,1
1,0.017136385652959663,43.759378103341554,263,2
2,0.032989940388528934,42.83066835037323,263,3
3,0.05304544074346056,42.58596839254851,263,4
4,0.09641792898577418,43.140161805986644,263,5
0,0.007046060672768921,43.737432566278315,264,1
1,0.017136385652959704,43.875878999419626,264,2
2,0.03298994038852898,42.80572413725505,264,3
3,0.05304544074346057,41.77423983443052,264,4
4,0.09641792898577414,42.71639822885059,264,5
0,0.007046060672768925,43.58830224938469,265,1
1,0.01713638565295971,42.015208934908046,265,2
2,0.032989940388529045,43.25551778171815,265,3
3,0.05304544074346052,42.8099783729555,265,4
4,0.09641792898577432,43.27361918360118,265,5
0,0.007046060672768915,42.86387894802836,266,1
1,0.01713638565295965,43.71514074510436,266,2
2,0.03298994038852902,43.077282850991566,266,3
3,0.05304544074346054,42.23093376667361,266,4
4,0.09641792898577409,43.02946954377477,266,5
0,0.007046060672768926,43.10371190928758,267,1
1,0.017136385652959715,42.648768323285516,267,2
2,0.03298994038852899,42.64514271800547,267,3
3,0.053045440743460626,43.6846816967583,267,4
4,0.09641792898577421,42.847008496044204,267,5
0,0.007046060672768922,43.218266778570566,268,1
1,0.01713638565295969,42.9845350017065,268,2
2,0.032989940388528906,42.21794507891684,268,3
3,0.053045440743460584,43.34601671720875,268,4
4,0.09641792898577434,43.15366211578681,268,5
0,0.007046060672768929,43.341646112402735,269,1
1,0.017136385652959715,43.53276250214799,269,2
2,0.03298994038852898,43.320618673566315,269,3
3,0.05304544074346056,43.18108979569164,269,4
4,0.09641792898577403,41.544017392268366,269,5
0,0.007046060672768934,43.02942143992374,270,1
1,0.01713638565295964,42.92913867842273,270,2
2,0.032989940388529024,42.78348462797777,270,3
3,0.053045440743460445,43.01472975902461,270,4
4,0.09641792898577409,43.16944775377845,270,5
0,0.007046060672768922,43.28994670678058,271,1
1,0.017136385652959683,42.65870364467536,271,2
2,0.032989940388529024,43.22112006527974,271,3
3,0.053045440743460515,43.31157766640214,271,4
4,0.09641792898577409,42.451790854273284,271,5
0,0.007046060672768919,42.83814531922068,272,1
1,0.017136385652959704,43.009914488691145,272,2
2,0.03298994038852899,43.24902585543051,272,3
3,0.05304544074346062,43.66630468821515,272,4
4,0.09641792898577407,42.16573024627647,272,5
0,0.007046060672768919,43.36790847320033,273,1
1,0.017136385652959687,43.46650629252586,273,2
2,0.03298994038852896,42.6794027688876,273,3
3,0.05304544074346059,42.66646622331277,273,4
4,0.09641792898577413,42.73580962892736,273,5
0,0.0070460606727689255,42.667492416521505,274,1
1,0.017136385652959697,43.958953281144886,274,2
2,0.03298994038852903,43.039782008344,274,3
3,0.05304544074346049,42.821478517518344,274,4
4,0.09641792898577443,42.425443494577046,274,5
0,0.00704606067276891,42.91052421246841,275,1
1,0.01713638565295971,42.17524886249796,275,2
2,0.03298994038852898,42.8279729591929,275,3
3,0.05304544074346063,42.73209448088304,275,4
4,0.09641792898577405,44.292819531481435,275,5
0,0.007046060672768926,44.19516812963944,276,1
1,0.017136385652959687,42.161843561231954,276,2
2,0.03298994038852898,43.22591342295242,276,3
3,0.05304544074346053,42.192598006330314,276,4
4,0.09641792898577421,43.16291338558206,276,5
0,0.007046060672768934,42.835666106767455,277,1
1,0.017136385652959687,42.68508094896626,277,2
2,0.03298994038852896,43.27913911512447,277,3
3,0.053045440743460605,42.54778546529825,277,4
4,0.09641792898577399,43.586759260456844,277,5
0,0.007046060672768925,42.477814591667475,278,1
1,0.01713638565295968,42.45555773785467,278,2
2,0.03298994038852895,43.33274793382269,278,3
3,0.05304544074346061,43.6066489461476,278,4
4,0.09641792898577406,43.06664665645829,278,5
0,0.007046060672768919,42.87204577186288,279,1
1,0.017136385652959715,42.24803082995753,279,2
2,0.03298994038852903,43.68988405544376,279,3
3,0.053045440743460626,43.060381355281265,279,4
4,0.09641792898577414,43.07401274365534,279,5
0,0.007046060672768923,43.23872408899617,280,1
1,0.017136385652959673,43.322093821843175,280,2
2,0.03298994038852895,42.976748032000856,280,3
3,0.05304544074346061,42.95471847774021,280,4
4,0.09641792898577395,42.42873783262567,280,5
0,0.007046060672768926,42.54913624211362,281,1
1,0.0171363856529597,42.560247830013,281,2
2,0.0329899403885289,42.66278238201671,281,3
3,0.05304544074346051,43.11059075246551,281,4
4,0.09641792898577421,44.049601840885366,281,5
0,0.007046060672768943,43.10641832755414,282,1
1,0.017136385652959683,43.6990598055016,282,2
2,0.032989940388528906,43.17835112912692,282,3
3,0.05304544074346053,42.994791275648524,282,4
4,0.09641792898577432,41.93845689838334,282,5
0,0.007046060672768923,42.88661396247026,283,1
1,0.017136385652959676,43.19034563056818,283,2
2,0.03298994038852904,43.215549798721966,283,3
3,0.053045440743460605,43.05040411294847,283,4
4,0.09641792898577423,42.58299710521899,283,5
0,0.007046060672768926,42.93441345740783,284,1
1,0.017136385652959666,43.72856175204612,284,2
2,0.03298994038852892,43.450449554595984,284,3
3,0.05304544074346066,42.91539454460144,284,4
4,0.09641792898577413,41.890394261694105,284,5
0,0.007046060672768928,42.68564140965791,285,1
1,0.017136385652959697,43.241075825271054,285,2
2,0.03298994038852898,43.64310098499418,285,3
3,0.053045440743460466,42.8526354620576,285,4
4,0.09641792898577412,42.506554394153454,285,5
0,0.007046060672768923,44.26727668229721,286,1
1,0.017136385652959694,42.205105057680605,286,2
2,0.03298994038852889,43.00951785009068,286,3
3,0.05304544074346049,42.57696156131942,286,4
4,0.09641792898577425,42.87701350628318,286,5
0,0.007046060672768922,42.651314873444406,287,1
1,0.017136385652959683,42.74917281681307,287,2
2,0.03298994038852894,43.27793822003999,287,3
3,0.053045440743460626,42.798696940401484,287,4
4,0.09641792898577435,43.45680624172741,287,5
0,0.007046060672768921,42.39179038434062,288,1
1,0.01713638565295973,43.51187083659752,288,2
2,0.03298994038852897,42.68034479410752,288,3
3,0.053045440743460646,43.666324054937725,288,4
4,0.09641792898577402,42.66775061767984,288,5
0,0.007046060672768923,42.77915791745044,289,1
1,0.017136385652959704,42.61927565319528,289,2
2,0.03298994038852899,43.32241153739096,289,3
3,0.05304544074346058,43.1808684760685,289,4
4,0.09641792898577416,43.03423730349967,289,5
0,0.0070460606727689315,43.32343511603244,290,1
1,0.017136385652959687,41.89476268290396,290,2
2,0.03298994038852895,43.15712990670376,290,3
3,0.0530454407434606,43.46038939756995,290,4
4,0.0964179289857741,43.108750530643825,290,5
0,0.007046060672768926,42.83793214649576,291,1
1,0.017136385652959735,42.7317328693314,291,2
2,0.03298994038852896,43.493938318564865,291,3
3,0.05304544074346042,43.251215453758434,291,4
4,0.09641792898577424,42.62055374450124,291,5
0,0.007046060672768929,42.49851489601746,292,1
1,0.017136385652959676,42.40627778497585,292,2
2,0.032989940388528954,42.73210051134711,292,3
3,0.05304544074346059,43.13704587757834,292,4
4,0.09641792898577413,44.16150263834022,292,5
0,0.007046060672768929,42.330610597924725,293,1
1,0.017136385652959718,43.1879786565947,293,2
2,0.03298994038852896,42.7456729816795,293,3
3,0.05304544074346052,43.157105689532386,293,4
4,0.0964179289857741,43.502444745423105,293,5
0,0.007046060672768916,43.323390611740216,294,1
1,0.01713638565295967,43.35956956679822,294,2
2,0.032989940388528975,42.598230373186716,294,3
3,0.05304544074346054,42.079761061443,294,4
4,0.09641792898577417,43.556299655795264,294,5
0,0.007046060672768922,41.84884402080859,295,1
1,0.01713638565295971,43.56083334262588,295,2
2,0.03298994038852897,43.22971908898402,295,3
3,0.05304544074346053,43.095860646371726,295,4
4,0.09641792898577427,43.18784071415485,295,5
0,0.007046060672768912,43.146585715008,296,1
1,0.017136385652959676,43.31229710061788,296,2
2,0.03298994038852895,42.82842381104179,296,3
3,0.05304544074346048,43.30580026647157,296,4
4,0.09641792898577402,42.32716474373333,296,5
0,0.007046060672768917,42.99324650535321,297,1
1,0.017136385652959704,42.188021322854546,297,2
2,0.03298994038852895,43.797538402012165,297,3
3,0.053045440743460674,43.18705863381483,297,4
4,0.09641792898577407,42.779932408335014,297,5
0,0.007046060672768924,43.089056647014836,298,1
1,0.017136385652959715,42.870180333193964,298,2
2,0.032989940388528934,43.48082167422959,298,3
3,0.05304544074346061,42.122623716597715,298,4
4,0.09641792898577427,43.36973608005151,298,5
0,0.007046060672768929,42.8445266935318,299,1
1,0.017136385652959725,44.128818043636834,299,2
2,0.03298994038852897,42.62058514615764,299,3
3,0.053045440743460535,41.72186532311617,299,4
4,0.0964179289857742,43.590946088421504,299,5
0,0.007046060672768922,42.71308926597613,300,1
1,0.017136385652959666,44.008561980277236,300,2
2,0.03298994038852897,42.74278012973969,300,3
3,0.053045440743460515,42.7165847036914,300,4
4,0.09641792898577412,42.728916883578044,300,5
0,0.007046060672768926,42.72067343637654,301,1
1,0.017136385652959666,43.556484321528735,301,2
2,0.03298994038852903,43.28724833178807,301,3
3,0.05304544074346061,43.3171146790223,301,4
4,0.09641792898577402,42.03969310083866,301,5
0,0.007046060672768931,42.37886328784497,302,1
1,0.01713638565295972,43.30575927306881,302,2
2,0.032989940388529045,41.99137971954804,302,3
3,0.05304544074346064,43.20901100490005,302,4
4,0.09641792898577421,44.030943927988105,302,5
0,0.007046060672768917,42.68485774011852,303,1
1,0.01713638565295971,43.262411296502314,303,2
2,0.032989940388529045,42.9375421142931,303,3
3,0.0530454407434605,43.28030625917103,303,4
4,0.09641792898577424,42.75805532653269,303,5
0,0.007046060672768914,42.95815442508636,304,1
1,0.01713638565295967,42.99020606750716,304,2
2,0.03298994038852897,42.641704747237945,304,3
3,0.05304544074346061,43.77343832335925,304,4
4,0.09641792898577416,42.560855939115825,304,5
0,0.007046060672768923,43.46069170659412,305,1
1,0.0171363856529597,42.38867333039837,305,2
2,0.03298994038852895,43.553640782667685,305,3
3,0.05304544074346059,42.85157890098803,305,4
4,0.09641792898577421,42.684891716938274,305,5
0,0.007046060672768929,42.53722028568626,306,1
1,0.01713638565295967,42.53053061023752,306,2
2,0.032989940388528996,43.70215713062516,306,3
3,0.05304544074346067,43.10466270722507,306,4
4,0.09641792898577425,43.06639375288369,306,5
0,0.007046060672768926,42.52868328050836,307,1
1,0.017136385652959676,43.327249013187114,307,2
2,0.0329899403885289,42.83960114056925,307,3
3,0.053045440743460535,43.30715899732256,307,4
4,0.09641792898577424,42.919134535336504,307,5
0,0.007046060672768933,42.65197760758738,308,1
1,0.017136385652959704,43.29051280915872,308,2
2,0.032989940388528954,43.95177012874946,308,3
3,0.05304544074346059,42.5590585956556,308,4
4,0.09641792898577416,42.47741839840851,308,5
0,0.007046060672768929,42.37594524924761,309,1
1,0.01713638565295969,42.61388360759116,309,2
2,0.03298994038852892,42.99811696002706,309,3
3,0.05304544074346056,43.1476409089516,309,4
4,0.09641792898577428,43.79902850219338,309,5
0,0.0070460606727689255,43.12545646802784,310,1
1,0.01713638565295971,43.18724991022275,310,2
2,0.03298994038852894,42.841107136446716,310,3
3,0.05304544074346063,43.224415811172804,310,4
4,0.096417928985774,42.54415061595299,310,5
0,0.007046060672768926,42.938339126464705,311,1
1,0.01713638565295965,43.239280222876815,311,2
2,0.032989940388528954,42.95353062510159,311,3
3,0.05304544074346047,43.18137266932413,311,4
4,0.09641792898577399,42.61043778117943,311,5
0,0.007046060672768929,43.68110744042036,312,1
1,0.017136385652959694,42.798481074060405,312,2
2,0.03298994038852901,42.96911798429974,312,3
3,0.05304544074346056,42.24996678814969,312,4
4,0.096417928985774,43.22924149610844,312,5
0,0.007046060672768924,42.69384680885472,313,1
1,0.017136385652959704,42.97874529589047,313,2
2,0.03298994038852899,43.05059452083351,313,3
3,0.05304544074346056,43.076559066991294,313,4
4,0.09641792898577417,43.12871047705344,313,5
0,0.007046060672768923,42.61410050686764,314,1
1,0.017136385652959673,42.377814397411115,314,2
2,0.032989940388528996,44.43122547892483,314,3
3,0.05304544074346056,42.129633223042134,314,4
4,0.09641792898577416,43.39605009648821,314,5
0,0.007046060672768923,42.74485972598706,315,1
1,0.01713638565295973,43.331588002496645,315,2
2,0.032989940388528954,43.158786104962736,315,3
3,0.05304544074346045,43.04474413783357,315,4
4,0.09641792898577412,42.64367623753699,315,5
0,0.007046060672768921,42.803622641988966,316,1
1,0.017136385652959708,42.427350271572315,316,2
2,0.03298994038852904,42.87268859594647,316,3
3,0.05304544074346056,43.71106662001835,316,4
4,0.09641792898577423,43.120641475207435,316,5
0,0.007046060672768927,42.87904858141797,317,1
1,0.017136385652959666,43.88640079905531,317,2
2,0.032989940388528975,42.32127225796014,317,3
3,0.053045440743460535,43.57639422171594,317,4
4,0.09641792898577436,42.2449777687619,317,5
0,0.007046060672768913,43.16678742751377,318,1
1,0.01713638565295971,42.83239359549683,318,2
2,0.032989940388528954,43.26880119047597,318,3
3,0.053045440743460626,42.98030843051982,318,4
4,0.09641792898577414,42.682849246353776,318,5
0,0.007046060672768928,43.02473020837291,319,1
1,0.017136385652959697,43.05925849245729,319,2
2,0.032989940388528954,43.26002260990214,319,3
3,0.05304544074346059,42.73358742399684,319,4
4,0.09641792898577418,42.85032394633702,319,5
0,0.007046060672768932,43.495059375632,320,1
1,0.01713638565295967,43.10880028452746,320,2
2,0.03298994038852904,42.92049060928722,320,3
3,0.053045440743460535,42.97050011929376,320,4
4,0.0964179289857742,42.428355247835434,320,5
0,0.007046060672768932,43.23191323225777,321,1
1,0.017136385652959697,43.630253118570174,321,2
2,0.032989940388529,43.103636526488025,321,3
3,0.05304544074346056,42.554372225731214,321,4
4,0.09641792898577398,42.397047495940456,321,5
0,0.007046060672768928,41.89168777247588,322,1
1,0.01713638565295967,43.53909229251846,322,2
2,0.03298994038852891,43.727269827382194,322,3
3,0.053045440743460535,43.442149898009106,322,4
4,0.09641792898577406,42.32700104951968,322,5
0,0.007046060672768938,43.00099571836895,323,1
1,0.01713638565295967,43.173626462959675,323,2
2,0.032989940388529,42.96184886593603,323,3
3,0.053045440743460515,42.57510888844578,323,4
4,0.09641792898577416,43.2122972851885,323,5
0,0.007046060672768928,42.64317652802718,324,1
1,0.01713638565295973,42.86977479999764,324,2
2,0.032989940388529,43.71986936651701,324,3
3,0.053045440743460584,43.33617139322159,324,4
4,0.09641792898577418,42.36652543611513,324,5
0,0.00704606067276893,43.651135453152165,325,1
1,0.017136385652959704,42.89255443504909,325,2
2,0.03298994038852897,42.94926673642581,325,3
3,0.05304544074346055,42.381252476577096,325,4
4,0.09641792898577413,43.05216546450366,325,5
0,0.007046060672768929,42.45941128239752,326,1
1,0.01713638565295971,43.24312144687582,326,2
2,0.03298994038852903,42.54999532421687,326,3
3,0.05304544074346054,43.297593049031434,326,4
4,0.09641792898577407,43.37094986181622,326,5
0,0.007046060672768923,42.94635425301384,327,1
1,0.01713638565295973,42.54528626822477,327,2
2,0.032989940388528996,43.98073644399864,327,3
3,0.05304544074346047,42.460737771646535,327,4
4,0.09641792898577402,43.00866634094042,327,5
0,0.007046060672768928,42.2858992895218,328,1
1,0.017136385652959676,43.332866990937944,328,2
2,0.032989940388528954,43.030904884364844,328,3
3,0.05304544074346055,42.69234614341617,328,4
4,0.09641792898577413,43.58188302093495,328,5
0,0.007046060672768936,43.472132242298784,329,1
1,0.01713638565295967,42.512873544662824,329,2
2,0.03298994038852889,43.42989503069127,329,3
3,0.05304544074346056,42.97365252071151,329,4
4,0.09641792898577392,42.54798820785778,329,5
0,0.007046060672768933,43.149217139992615,330,1
1,0.017136385652959725,41.759582832610505,330,2
2,0.03298994038852902,43.80757659149876,330,3
3,0.053045440743460584,43.038608126379906,330,4
4,0.09641792898577405,43.197146558061334,330,5
0,0.007046060672768925,43.12973635082114,331,1
1,0.01713638565295971,43.13819379942265,331,2
2,0.03298994038852902,42.862874836639385,331,3
3,0.05304544074346056,43.45774789390459,331,4
4,0.09641792898577412,42.33475054858638,331,5
0,0.007046060672768925,42.61827308111387,332,1
1,0.017136385652959676,43.04565227974393,332,2
2,0.03298994038852902,42.96111882979069,332,3
3,0.053045440743460584,42.933320444294374,332,4
4,0.09641792898577405,43.368557582485835,332,5
0,0.0070460606727689125,42.73435777210262,333,1
1,0.017136385652959697,43.0755958915888,333,2
2,0.032989940388528975,43.59484688746058,333,3
3,0.05304544074346058,42.938794739260594,333,4
4,0.09641792898577421,42.58748424047721,333,5
0,0.007046060672768914,42.32446019633138,334,1
1,0.01713638565295973,42.91866245153421,334,2
2,0.03298994038852899,42.99632125161071,334,3
3,0.053045440743460515,43.57885565950325,334,4
4,0.09641792898577414,43.1116878134004,334,5
0,0.007046060672768924,43.75041990934848,335,1
1,0.01713638565295973,43.68001591485925,335,2
2,0.03298994038852899,42.75468926734113,335,3
3,0.05304544074346056,42.876786815841136,335,4
4,0.09641792898577407,41.850384083730795,335,5
0,0.007046060672768934,43.14819310284316,336,1
1,0.017136385652959735,43.28771054243751,336,2
2,0.032989940388528975,42.30013288412791,336,3
3,0.05304544074346055,42.70447217395077,336,4
4,0.09641792898577409,43.47602055301465,336,5
0,0.007046060672768932,43.623780035154226,337,1
1,0.017136385652959718,42.37591183837377,337,2
2,0.03298994038852895,42.931983419748285,337,3
3,0.05304544074346057,43.8285311301294,337,4
4,0.09641792898577414,42.1741700534593,337,5
0,0.007046060672768924,42.214822470841746,338,1
1,0.017136385652959704,42.70186427724453,338,2
2,0.03298994038852897,42.91861679496642,338,3
3,0.05304544074346067,43.15981987256859,338,4
4,0.09641792898577416,43.937942427853585,338,5
0,0.007046060672768922,42.996553607827195,339,1
1,0.0171363856529597,42.4351121552972,339,2
2,0.03298994038852905,43.07154999586523,339,3
3,0.05304544074346053,43.223448124759074,339,4
4,0.09641792898577424,43.209604827894864,339,5
0,0.007046060672768913,43.11802398061862,340,1
1,0.0171363856529597,42.83557247555315,340,2
2,0.03298994038852895,43.46167592005416,340,3
3,0.05304544074346058,43.11488370613091,340,4
4,0.09641792898577398,42.402573238550495,340,5
0,0.007046060672768918,43.264881535907634,341,1
1,0.017136385652959683,43.03815710226767,341,2
2,0.03298994038852893,42.82464211335566,341,3
3,0.053045440743460605,42.80595960743989,341,4
4,0.09641792898577403,42.99055357994755,341,5
0,0.007046060672768919,42.451830326337834,342,1
1,0.017136385652959676,43.84041727402606,342,2
2,0.032989940388528975,42.3304347793445,342,3
3,0.05304544074346056,42.97371314599351,342,4
4,0.09641792898577414,43.31366345990738,342,5
0,0.007046060672768931,42.69005713037277,343,1
1,0.01713638565295971,43.221731461392665,343,2
2,0.03298994038852898,42.99991856417537,343,3
3,0.05304544074346055,42.366495992131824,343,4
4,0.09641792898577413,43.646076664130256,343,5
0,0.007046060672768925,42.80302579932136,344,1
1,0.01713638565295972,43.58090832887383,344,2
2,0.03298994038852902,43.29385159767744,344,3
3,0.05304544074346061,42.75835988028108,344,4
4,0.09641792898577421,42.48451191878964,344,5
0,0.007046060672768924,43.68243923841952,345,1
1,0.017136385652959673,43.55001202159697,345,2
2,0.03298994038852897,43.13651882003128,345,3
3,0.053045440743460556,42.220583109748425,345,4
4,0.096417928985774,42.32793744051331,345,5
0,0.007046060672768925,43.42640553011774,346,1
1,0.017136385652959697,43.3254774656438,346,2
2,0.03298994038852901,42.595810524078566,346,3
3,0.05304544074346054,43.13364337539935,346,4
4,0.09641792898577412,42.43614379295027,346,5
0,0.007046060672768929,43.46427038692501,347,1
1,0.017136385652959645,42.0230919950643,347,2
2,0.032989940388529024,41.949010425866696,347,3
3,0.05304544074346056,43.84294249301331,347,4
4,0.09641792898577414,43.65333671140912,347,5
0,0.007046060672768916,42.83232209589716,348,1
1,0.017136385652959673,42.51324308936649,348,2
2,0.032989940388528934,42.83155932832271,348,3
3,0.05304544074346052,43.313658665057005,348,4
4,0.09641792898577409,43.44284629296578,348,5
0,0.007046060672768931,43.67922150221242,349,1
1,0.017136385652959673,44.11476302599401,349,2
2,0.032989940388529,42.51015120121641,349,3
3,0.05304544074346069,42.37827693874434,349,4
4,0.09641792898577416,42.22138797717118,349,5
0,0.007046060672768932,42.888848373709884,350,1
1,0.017136385652959683,43.3368254595626,350,2
2,0.032989940388528996,43.460204207158334,350,3
3,0.05304544074346057,42.79856303899099,350,4
4,0.0964179289857741,42.441086512741116,350,5
0,0.007046060672768934,44.072619255401996,351,1
1,0.01713638565295969,42.98700984925961,351,2
2,0.03298994038852898,42.88108494577311,351,3
3,0.0530454407434606,42.19859642728637,351,4
4,0.096417928985774,42.78389773767112,351,5
0,0.007046060672768914,41.759717350966326,352,1
1,0.01713638565295971,43.230219886467786,352,2
2,0.032989940388529,43.332809815794974,352,3
3,0.05304544074346051,43.18742796148166,352,4
4,0.09641792898577416,43.41913122406461,352,5
0,0.007046060672768926,42.1414088856983,353,1
1,0.017136385652959673,42.878055339801165,353,2
2,0.032989940388529065,43.78067813462179,353,3
3,0.05304544074346046,43.153607656781745,353,4
4,0.09641792898577418,42.98349436175227,353,5
0,0.007046060672768926,42.12859988823635,354,1
1,0.017136385652959704,43.325449462611374,354,2
2,0.03298994038852897,42.631543292589036,354,3
3,0.053045440743460466,43.712842608110904,354,4
4,0.09641792898577409,43.12289823288762,354,5
0,0.007046060672768931,42.560352587317986,355,1
1,0.01713638565295972,43.59328149542569,355,2
2,0.03298994038852892,43.22261275316586,355,3
3,0.05304544074346054,42.61165669129605,355,4
4,0.09641792898577417,42.9326733604053,355,5
0,0.007046060672768927,42.98106488504999,356,1
1,0.01713638565295971,42.86082761911477,356,2
2,0.032989940388528934,42.52851913815621,356,3
3,0.05304544074346061,42.411538053839074,356,4
4,0.096417928985774,44.143482430805136,356,5
0,0.007046060672768947,42.41650577540801,357,1
1,0.017136385652959735,43.860672321677264,357,2
2,0.03298994038852895,43.47265449626704,357,3
3,0.05304544074346059,42.2972666583733,357,4
4,0.096417928985774,42.871652258377985,357,5
0,0.007046060672768928,42.16861455838795,358,1
1,0.017136385652959652,42.195590083328675,358,2
2,0.032989940388528975,43.994952359318624,358,3
3,0.053045440743460626,43.445517837809774,358,4
4,0.09641792898577421,43.14481517840767,358,5
0,0.007046060672768931,43.186463370530504,359,1
1,0.01713638565295972,42.66552415930519,359,2
2,0.03298994038852897,43.24604441577036,359,3
3,0.05304544074346066,42.41004027670378,359,4
4,0.09641792898577412,43.42543969191559,359,5
0,0.0070460606727689255,43.19960408396252,360,1
1,0.017136385652959687,43.40810279624257,360,2
2,0.032989940388528954,43.39569319805318,360,3
3,0.05304544074346059,42.335636580849304,360,4
4,0.09641792898577414,42.58401977616529,360,5
0,0.00704606067276893,42.6402924573667,361,1
1,0.017136385652959697,42.661499670388956,361,2
2,0.032989940388528975,43.46872489006844,361,3
3,0.05304544074346058,42.88485399590221,361,4
4,0.09641792898577435,43.28144490516421,361,5
0,0.00704606067276893,43.00250473797185,362,1
1,0.01713638565295969,42.77450843003881,362,2
2,0.03298994038852899,43.08030094756339,362,3
3,0.05304544074346062,43.45683162471689,362,4
4,0.09641792898577431,42.61687909161733,362,5
0,0.007046060672768927,42.479250911062316,363,1
1,0.01713638565295969,42.88856932172073,363,2
2,0.03298994038852895,43.508789221850066,363,3
3,0.05304544074346053,43.289308646229664,363,4
4,0.0964179289857742,42.76811074816672,363,5
0,0.007046060672768919,43.108535082989484,364,1
1,0.017136385652959715,42.64968409443462,364,2
2,0.03298994038852896,42.384335064535115,364,3
3,0.053045440743460515,43.411585454603795,364,4
4,0.09641792898577413,43.37311112218737,364,5
0,0.007046060672768929,42.21396485618923,365,1
1,0.017136385652959708,43.483954239257905,365,2
2,0.032989940388528975,43.26132187536753,365,3
3,0.053045440743460535,43.44299470727298,365,4
4,0.09641792898577418,42.521302892944036,365,5
